SETTORE,SOTTOCATEGORIA,AZIENDA,PROVINCIA,SITO,TELEFONO,MAIL_GENERICA,NOME_DECISORE,RUOLO,LINKEDIN_DECISORE,SEGNALI_CRM,PRIORITA,FONTE_VERIFICA,DATA_INSERIMENTO
Metalmeccanica,Componentistica per veicoli (impianti frenanti/idraulici motociclistici),Grimeca S.p.A.,Rovigo,n.d.,\+39 0425 476000,n.d.,n.d.,n.d.,n.d.,Forma societaria S.p.A. con 7 linee telefoniche distinte,MEDIA,https://www.paginebianche.it/scheda/ceregnano/grimeca.13369071,seed-import
Metalmeccanica,Carpenteria metallica/saldatura industriale,Welding Professional S.r.l.,Rovigo,https://weldingprofessional.it/,\+39 392 4100655,weldingprofessionalsrl@gmail.com,n.d.,n.d.,n.d.,"Più linee di servizio coordinate (saldatura, satinature/lucidature, arredo in acciaio)",MEDIA,https://weldingprofessional.it/,seed-import
Servizi B2B/Trasporti,Consorzio/cooperativa di autotrasportatori,C.A.A.P. Soc. Coop,Rovigo,n.d.,\+39 0425 475155,n.d.,n.d.,n.d.,n.d.,Cooperativa con 2 recapiti telefonici pubblicati,MEDIA,https://www.paginebianche.it/scheda/rovigo/c-a-a-p-soc-coop.4101320,seed-import
Servizi B2B/Trasporti,Autotrasporto conto terzi,Casarolli Trasporti S.r.l.,Rovigo,n.d.,\+39 0425 1880592,n.d.,n.d.,n.d.,n.d.,Gruppo con più entità collegate,MEDIA,https://www.paginebianche.it/scheda/villamarzana/casarolli-trasporti-s-r-l\_21662523,seed-import
Servizi B2B/Trasporti,Autotrasporto conto terzi,Centro Servizi Trasporti S.r.l.,Rovigo,n.d.,\+39 0425 33562,n.d.,n.d.,n.d.,n.d.,3 recapiti telefonici distinti pubblicati,MEDIA,https://www.paginebianche.it/scheda/rovigo/centro-servizi-trasporti.494726,seed-import
Servizi B2B/Trasporti,Magazzinaggio e logistica industriale conto terzi (cooperativa),Consorzio Veneto Servizi Integrati Società Cooperativa,Rovigo,n.d.,\+39 0425 465065,n.d.,n.d.,n.d.,n.d.,Cooperativa di servizi logistici/magazzinaggio conto terzi,MEDIA,https://www.paginebianche.it/scheda/valmolin/consorzio-veneto-servizi-integrati.12775616,seed-import
Distribuzione,Distribuzione materiale elettrico/elettrotecnico,IDG 01 S.p.A.,Torino,https://www.idg01.com,+39 011 3987555,info@idg01.com,n.d.,n.d.,n.d.,"Rete di oltre 40 punti vendita tra agenti e filiali in Piemonte, Lombardia e Liguria; pagina Lavora con noi attiva",ALTA,https://www.idg01.com/chi-siamo/,2026-09-02
Distribuzione,Distribuzione materiali edili,Etercemento Srl,Torino,https://www.etercemento.it,+39 011 2622677,info@etercemento.it,n.d.,n.d.,n.d.,"Oltre 60 anni di attivita, sede 12.000 mq, rappresenta VELUX/Marazzi/Kerakoll/Buzzi",ALTA,https://www.etercemento.it/,2026-09-02
Distribuzione,Distribuzione forniture industriali e ferramenta tecnica,Sabafer S.r.l.,Torino,https://sabafer.it,+39 011 800 45 70,commerciale@sabafer.it,n.d.,n.d.,n.d.,"Quasi 40 anni di attivita, oltre 350.000 articoli, reparto brokeraggio/consulenza",MEDIA,https://sabafer.it/,2026-09-02
Distribuzione,Distribuzione ricambi auto e componenti industriali,D.R. Srl,Torino,https://drsrl.it,+39 011 5211515,info@drsrl.it,n.d.,n.d.,n.d.,"Attiva dal 1964, socia GroupAuto Italia, sede Torino + filiale Orbassano",MEDIA,https://drsrl.it/,2026-09-02
Distribuzione,Distribuzione componenti e sistemi per l'industria,RTI - Rappresentanze Tecnologie Impianti S.r.l.,Torino,https://www.rti-to.it,+39 011 700 053,info@rti-to.it,n.d.,n.d.,n.d.,"Divisioni Automazione/Motion/Strumentazione/Sistemi, annuncio lavoro commerciale interno attivo",ALTA,https://www.rti-to.it/contatti/,2026-09-02
Servizi B2B,Consulenza aziendale e direzionale,Studio Barale Consulenti di Direzione,Torino,https://www.studiobarale.it/,n.d.,consulenti@studiobarale.it,n.d.,n.d.,n.d.,"Dal 1946, rete di 8 sedi in Italia, reparti consulenza/formazione/temporary management/software",ALTA,https://www.studiobarale.it/,2026-09-02
Servizi B2B,Facility management,IGEA S.r.l. (Igea Facility Management),Torino,https://igeafacility.it/,011 19118532,info@igeafacility.it,n.d.,n.d.,n.d.,"Dal 1992, ISO 9001/14001/45001, 12 categorie servizio su 6 settori clienti",MEDIA,https://igeafacility.it/,2026-09-02
Servizi B2B,Servizi HR / payroll,HR Service Torino S.r.l.,Torino,https://www.hrservicetorino.it/,011 0364600,infohr@hrservicetorino.it,n.d.,n.d.,n.d.,"Zucchetti Service Partner, clienti su tutto il territorio nazionale",MEDIA,https://www.hrservicetorino.it/12/servizi,2026-09-02
Servizi B2B,Software gestionale / ERP,EGM Sistemi S.r.l.,Torino,https://egmsistemi.it/,011 2744969,egmsistemi@egmsistemi.it,n.d.,n.d.,n.d.,"Oltre 25 anni, moduli ERP per agenti/commissioni/rete commerciale, espositore fiera A&T 2026",ALTA,https://egmsistemi.it/,2026-09-02
Servizi B2B,Servizi IT / ICT gestiti,Axitalia S.r.l. a Socio Unico,Torino,https://axitalia.eu/,011 9989858,info@axitalia.it,n.d.,n.d.,n.d.,"Dal 2007, System Integrator ICT, ~5 dipendenti dichiarati, rete commerciale non documentata",BASSA,https://axitalia.eu/,2026-09-02
Software/Tech B2B,Consulenza ICT e sviluppo software su misura,Linear System S.r.l.,Torino,http://www.linearsystem.it,+39 011 4370111,info@linearsystem.it,n.d.,n.d.,n.d.,"Dal 1991, ~39 dipendenti, filiali Roma e Bari, clienti banking/gaming/tessile/BI",ALTA,http://www.linearsystem.it,2026-09-02
Software/Tech B2B,IT Consulting / SAP & ERP consulting,Data Network Consulting S.r.l. (DNC),Torino,https://www.dncsrl.com,+39 011 3040828,dnc@dncsrl.com,Antonella Rotundo,COO,https://www.linkedin.com/in/antonellarotundo/,"100-199 dipendenti, fatturato 2023 10.78M EUR, organizzazione multi-reparto",ALTA,https://www.dncsrl.com/contatti/,2026-09-02
Software/Tech B2B,Software gestionali ed ERP,Sistemi A.P.G. S.r.l.,Torino,https://www.sistemiapg.it,+39 011 4049111,n.d.,n.d.,n.d.,n.d.,"38 dipendenti (+12% YoY), fatturato 5.4M EUR (+2.7%), gruppo Sistemi UNO 9 aziende partner",ALTA,https://www.sistemiapg.it/contatti/,2026-09-02
Software/Tech B2B,Sviluppo software custom/infrastrutture IT/VoIP,S.H.T. Software House Torino Srl,Torino,https://www.shtsrl.com,+39 011 9842612,n.d.,Fabio Scaranello,Direttore Commerciale,https://it.linkedin.com/in/fabio-scaranello,"Dal 1980, 16-19 dipendenti, Direttore Commerciale dedicato",ALTA,https://it.linkedin.com/in/fabio-scaranello,2026-09-02
Software/Tech B2B,IT consulting/digital & AI transformation,Orbyta Tech S.r.l.,Torino,https://orbyta.it,+39 011 4627923,info@orbyta.it,Lorenzo Sacco,Founder & CEO,https://it.linkedin.com/in/lorenzo-sacco-2480567,"Gruppo Orbyta 280-350+ dipendenti, 4 sedi; dimensione al limite superiore del range PMI",MEDIA,https://www.ufficiocamerale.it/4956/orbyta-tech-srl,2026-09-02
Logistica,Trasporto intermodale (strada/ferrovia) e logistica internazionale,Ambrogio Trasporti S.p.A. (Ambrogio Intermodal),Torino,https://ambrogiointermodal.com,+39 011 965511,commercial.ga@ambrogiointermodal.com,Pieralberto Vecchi,CEO,https://it.linkedin.com/in/pieralberto-vecchi-362ab11a,"~400 dipendenti, fatturato ~80 mln EUR, nuovo terminal Domegliara",ALTA,https://ambrogiointermodal.com/en/contacts/,2026-09-02
Logistica,Spedizioni internazionali/logistica e deposito merci,UBV Torino S.r.l.,Torino,https://www.ubv.it,011 2239942,m.sani@ubv.it,Andrea Sani,President,https://it.linkedin.com/in/andrea-sani-ba769066,Gruppo UBV 16 filiali ~210 dipendenti; acquisizione ISL Nardi 2025,ALTA,https://it.linkedin.com/company/ubv-torino-s.r.l.,2026-09-02
Logistica,Logistica e trasporti nazionali/internazionali,Diesse International S.r.l.,Torino,https://www.diesseinternational.it,+39 011 2638260,n.d.,n.d.,n.d.,https://www.linkedin.com/company/diesse-srl,"3 magazzini Torino/Pianezza/Segrate, fatturato in crescita 2020-2023",MEDIA,https://www.logistica24.it/societa_di_logistica/scheda/diesse-srl/3894,2026-09-02
Logistica,Autotrasporto conto terzi (collettame/completo),Speed Trasporti S.r.l.,Torino,https://www.speedtrasportisrl.it,011 2072664,n.d.,n.d.,n.d.,https://it.linkedin.com/company/speed-trasport-srl,"Oltre 3 generazioni, due sedi operative, groupage Italia-Europa",MEDIA,https://www.ui.torino.it/public/Doc/00003943_Trasporti.PDF,2026-09-02
Logistica,Deposito merci conto terzi e trasporto GDO,F.lli Viotti & C. S.a.s.,Torino,https://www.fratelliviotti.it,n.d.,n.d.,Domenico Viotti,Titolare,n.d.,"70 anni di attivita, passaggio generazionale in corso, fit rete commerciale piu debole",BASSA,https://www.fratelliviotti.it/,2026-09-02
Agenzie/Rappresentanza commerciale,Rappresentanza plurimandataria materiale elettrico/automazione,D.G.E. RAPPRESENTANZE S.N.C.,Torino,https://www.agenziadge.it/,011 6964851,info@agenziadge.it,Marco Di Giovanni,Responsabile Commerciale Grossisti,https://www.linkedin.com/in/marco-di-giovanni-a033051aa/,"Dal 1965, 11 persone (5 ufficio + 6 agenti), 13 aziende mandanti",ALTA,https://www.agenziadge.it/,2026-09-02
Agenzie/Rappresentanza commerciale,Rappresentanza plurimandataria elettrico/automazione/impiantistica,BONGIORNI S.A.S.,Torino,https://www.bongiorni.it/,011 7496079,info@bongiorni.it,Mirko Bongiorni,Titolare,https://www.linkedin.com/in/mirko-bongiorni-b360489/,"Oltre 40 anni, team di 5, copertura Piemonte/Valle d'Aosta/Liguria, brand ABB/Cembre/D-Link",ALTA,https://www.bongiorni.it/,2026-09-02
Agenzie/Rappresentanza commerciale,Rappresentanza plurimandataria abbigliamento/moda/calzature,DFP SRL (DFP Rappresentanze),Torino,http://www.dfpstudio.it/,011 1983 2551,dfpagent@tin.it,Marco De Albertis,Titolare/Fondatore,https://it.linkedin.com/in/marco-de-albertis-7b66a591,"Dal 1982, showroom 700 mq, oltre 10 brand (North Sails, New Balance)",MEDIA,http://www.dfpstudio.it/,2026-09-02
Agenzie/Rappresentanza commerciale,Rappresentanza plurimandataria impiantistica elettrica industriale,DI DONATO RAPPRESENTANZE INDUSTRIALI,Torino,https://didonatorappresentanze.com/,011 0375444,info@didonatorappresentanze.com,Andrea Di Donato,Titolare,https://www.linkedin.com/in/andrea-di-donato-994618192/,"Oltre 20 anni, 7 agenti nominati sul sito, 8 brand mandanti",MEDIA,https://didonatorappresentanze.com/,2026-09-02
Agenzie/Rappresentanza commerciale,Rappresentanza plurimandataria riscaldamento/condizionamento/rinnovabili,CD RAPPRESENTANZE S.R.L.S.,Torino,https://www.agenziacd.com/,+39 393 9124042,info@agenziacd.it,Dante Cardillo,n.d.,https://www.linkedin.com/in/dante-cardillo-2487b5293,"Oltre 20 anni, 7 brand (Elbi, Wilo, Uponor, Beretta, Rhoss)",MEDIA,https://www.agenziacd.com/,2026-09-02
Agenzie/Rappresentanza commerciale,Agenzia assicurativa plurisede con rete di agenti e collaboratori,Reale Mutua Assicurazioni - Agenzia Aosta Grand Combin di Cretier Aurelio S.r.l.,Aosta,https://realevalledaosta.it,0165 261396,age111@realemutua.it,Aurelio Crétier,Agente titolare,n.d.,"Rete strutturata su 4 sedi periferiche (Saint-Pierre, Châtillon, Gressoney-Saint-Jean, subagenzia Valdigne) oltre alla sede principale di Saint-Christophe, passaggio generazionale in corso con l'agente Mélanie Crétier dal 2023, base clienti ricorrente da gestire su più uffici",ALTA,https://realevalledaosta.it/contatti/,2026-09-02
Agenzie/Rappresentanza commerciale,Agenzia generale assicurativa storica con rete di collaboratori commerciali,Assicuravda S.r.l. - Agenzia Generale Generali Italia Aosta Via Garin,Aosta,https://generaliaosta.it,0165 278111,agenzia.aostaviagarin.it@generali.com,n.d.,n.d.,n.d.,"Agenzia attiva dal 1936 con 17 professionisti tra dipendenti e collaboratori commerciali, gestione di clientela privati e business su più linee di prodotto",ALTA,https://generaliaosta.it/contatti.html,2026-09-02
Agenzie/Rappresentanza commerciale,Agenzia assicurativa plurimandataria con team di collaboratori,Cattolica Assicurazioni Aosta di Moussanet Nicole & C. S.a.s.,Aosta,https://www.agenziecattolica.generali.it/aosta,0165 364207,aosta@cattolica.it,Nicole Moussanet,Agente titolare,n.d.,"8 professionisti tra dipendenti di agenzia e collaboratori commerciali, attiva dal 2007, opera anche con una subagenzia a Verrès per servire più comuni della provincia",ALTA,https://www.agenziecattolica.generali.it/aosta/chi-siamo,2026-09-02
Agenzie/Rappresentanza commerciale,Agenzia assicurativa plurisede con team di agenti e collaboratori,Praetoria Assurances S.a.s. di Pieropan Renzo e Colletto Luca & C. - Agenzia ITAS Mutua Aosta,Aosta,n.d.,0165 262122,n.d.,Renzo Pieropan e Luca Colletto,Agenti titolari,n.d.,"Team di almeno 8 collaboratori/dipendenti nominati pubblicamente, rete su 2 subagenzie (Châtillon e Morgex) oltre alla sede di Aosta, gestione di una base clienti assicurativa ricorrente",ALTA,https://www.assicurazioni.it/praetoria-assurances-di-pieropan-renzo-e-colletto-luca-c-sas-darzw/,2026-09-02
Agenzie/Rappresentanza commerciale,Agenzia immobiliare strutturata con rete di agenti (anche immobili commerciali),Immobiliare Aosta Centro S.a.s.,Aosta,https://immobiliareaostacentro.it,n.d.,n.d.,Graziella Ciano e Stefano D'Agostino,Soci titolari,n.d.,"Team strutturato con più agenti immobiliari e una coordinatrice dedicata (Barbara Belmonte), gestisce compravendita e locazione di immobili residenziali, commerciali e seconde case su tutta la Valle d'Aosta",MEDIA,https://immobiliareaostacentro.it/agenzia/immobiliare-aosta-centro/,2026-09-02
Agenzie/Rappresentanza commerciale,Distributore/rappresentante per conto terzi nel settore beverage con rete agenti propri,Caves P. Janin,Aosta,https://www.cavespjanin.com,n.d.,n.d.,Annalisa Janin e Simone Clerin,Gestori/Titolari,n.d.,"Distributore all'ingrosso di bevande attivo dal 1979 con rete di 4 agenti sul territorio, 10 automezzi e 2 magazzini (1750 mq totali), copre Valle d'Aosta, Canavese e provincia di Torino",ALTA,https://www.cavespjanin.com/azienda/,2026-09-02
Agenzie/Rappresentanza commerciale,Agenzia assicurativa a conduzione familiare con collaboratori,Assicurazioni Vevey S.a.s. di Vevey Stefania e Vevey Luciano - Agenzia Groupama Aosta,Aosta,n.d.,0165 45288,n.d.,Stefania Vevey,Agente/Responsabile intermediazione,n.d.,"Agenzia attiva dal 1974 con collaboratori dedicati (Bonin Ethel, Praduroux Renato Ferdinando) oltre al nucleo familiare, gestione di una clientela assicurativa ricorrente",MEDIA,https://www.groupama.it/trova-agente/aosta/agenzia-aosta-n00459,2026-09-02
Agenzie/Rappresentanza commerciale,Agenzia assicurativa di piccole dimensioni con collaboratori,Cattolica Assicurazioni Aosta Monte Emilius - Omezzolli Soluzioni Assicurative,Aosta,n.d.,0165 43680,aostamontemilius@cattolica.it,n.d.,n.d.,n.d.,"3 professionisti tra dipendenti e collaboratori commerciali, attiva dal 1992, struttura più piccola rispetto alle altre agenzie assicurative del capoluogo",BASSA,https://www.agenziecattolica.generali.it/aostamonteemilius/chi-siamo,2026-09-02
Distribuzione,"Distribuzione prodotti alimentari (formaggi, salumi e generi alimentari) per rivenditori e canale Horeca",La Jolie Vallée Srl,Aosta,https://www.lajolievallee.it/,0165 363691,n.d.,n.d.,n.d.,n.d.,"catalogo di oltre 1500 referenze alimentari, servizio su tutta la Valle d'Aosta e parte del Piemonte (Canavese e Biellese), struttura logistica organizzata",ALTA,https://www.lajolievallee.it/,2026-09-02
Distribuzione,Distribuzione prodotti da banco (dolciumi e snack) per bar hotel ristoranti e tabaccherie,St. Orso Dolciumi di Vanelli Fabrizio e Bisazza Tiziano,Aosta,https://www.storsodolciumi.com/,0166 62635,storsodolciumi@gmail.com,Fabrizio Vanelli,Titolare/Socio,n.d.,"attiva dal 1978 nel canale Horeca, clientela ricorrente su tutta la regione, ufficio e deposito dedicati",ALTA,https://www.storsodolciumi.com/chi-siamo,2026-09-02
Distribuzione,Distribuzione B2B Horeca di surgelati gelateria pasticceria e caffè,Digel S.r.l.,Aosta,https://www.digel.it/,+39 0165 768888,info@digel.it,Christian Grigoletto,Amministratore e Socio,n.d.,"portale ordini B2B riservato ai clienti attivo 24/7, oltre 60 anni di attività, gestione strutturata di logistica e consegne",ALTA,https://www.smau.it/valle-daosta/speakers/christian.grigoletto,2026-09-02
Distribuzione,Grossista di birre vini acqua e bibite per Horeca e privati,B&B Distribuzione di Roberto Berton,Aosta,https://www.bebdistribuzione.it/,0166 62877,bb.distribuzione@libero.it,Roberto Berton,Titolare,n.d.,"attiva dal 1987, rete di consegne dirette a bar ristoranti pizzerie e locali, ampio assortimento prodotti",ALTA,https://www.bebdistribuzione.it/chi-siamo/,2026-09-02
Distribuzione,Distribuzione materiali e attrezzature per l'edilizia,Edildueci S.r.l.,Aosta,https://www.edildueci.com/,0165 903425,n.d.,n.d.,n.d.,n.d.,"circa 25 dipendenti (uffici, autisti, magazzinieri), due magazzini edili, punto di riferimento regionale per l'edilizia",ALTA,https://www.edildueci.com/chi-siamo.html,2026-09-02
Distribuzione,Distribuzione materiali edili pavimenti rivestimenti e vernici per professionisti e rivenditori,Edilaosta S.r.l. (BigMat Edilaosta),Aosta,https://edilaosta.bigmat.it/,0165 1853500,edilaosta@bigmat.it,Fabio Gerbi,Titolare,n.d.,"affiliata al consorzio nazionale BigMat, showroom e magazzino strutturati, clientela professionale ricorrente",ALTA,https://edilaosta.bigmat.it/it/content/252-le-persone,2026-09-02
Distribuzione,Distribuzione materiali edili e prefabbricati in cemento,Eteredile S.r.l.,Aosta,https://www.eteredile.it/,0165 765459,info@eteredile.it,n.d.,n.d.,n.d.,"20-49 dipendenti, fatturato circa 13 milioni di euro (2024), oltre 50 anni di attività, associata Confindustria Aosta",ALTA,https://www.confindustria.aosta.it/le-nostre-aziende-associate/eteredile-srl,2026-09-02
Distribuzione,Distribuzione ricambi auto meccanici elettrici e di carrozzeria,Arcauto S.n.c. di Bellon & C.,Aosta,https://www.arcautoaosta.it/,0165 367411,n.d.,n.d.,n.d.,n.d.,"azienda a conduzione familiare (famiglia Bellon), 11 dipendenti, attiva dal 1974, distributore di marchi primari (Bosch, Valeo, Gates)",ALTA,https://www.arcautoaosta.it/,2026-09-02
Distribuzione,Distribuzione ricambi auto moto e veicoli commerciali,Cicli Lucchini S.r.l. (Emporio dell'Auto),Aosta,https://www.emporiodellautoaosta.com/,0165 262306,lucchini.ciclo@ciclilucchini.com,Dario Buschino,Titolare,https://it.linkedin.com/in/dario-buschino-529a1693,"famiglia Buschino attiva dal 1963, doppio marchio e doppia rete di vendita, oltre 70 anni di storia",ALTA,https://it.linkedin.com/in/dario-buschino-529a1693,2026-09-02
Distribuzione,Distribuzione ferramenta articoli agricoli antinfortunistici edili e gas tecnici,Nuova Valfer S.r.l.,Aosta,http://www.nuovavalfer.it/,0165 361643,info@nuovavalfer.it,n.d.,n.d.,n.d.,"due sedi operative (Aosta e Pollein), vendita ingrosso e minuto B2B ad aziende e professionisti",ALTA,http://www.nuovavalfer.it/web/?page_id=21,2026-09-02
Distribuzione,Distribuzione ortofrutta per canale retail e ristorazione,Fratelli Bisson S.r.l.,Aosta,http://bisson.it/,0165 250115,n.d.,n.d.,n.d.,n.d.,"attività di ingrosso ortofrutticolo oltre al punto vendita diretto, gestione ricorrente di forniture a esercizi commerciali",MEDIA,https://aziende.virgilio.it/frutta-e-verdura/gressan-ao/bisson-fratelli_2,2026-09-02
Distribuzione,Distribuzione articoli professionali per agricoltura e giardinaggio,Agricenter S.n.c.,Aosta,https://agricenteraosta.it/,0165 267345,n.d.,n.d.,n.d.,n.d.,"oltre 45 anni di attività come punto di riferimento regionale, ma dimensione ridotta (circa 5 dipendenti) e rete commerciale non esplicita",MEDIA,https://agricenteraosta.it/contatti/,2026-09-02
Distribuzione,Distribuzione e fornitura di macchinari saldatrici utensili e ferramenta tecnica,Pinet Delio S.r.l.,Aosta,https://www.pinetdelio.com/,n.d.,n.d.,n.d.,n.d.,n.d.,"azienda di piccole dimensioni (3-5 dipendenti), attività orientata più a fornitura/installazione tecnica che a distribuzione pura, fit debole col profilo target",BASSA,https://www.pinetdelio.com/chi-siamo,2026-09-02
Logistica,Corriere e trasporto merci conto terzi,F.lli Magro di Magro Walter & C. - Autotrasporti e Autocorriere S.n.c.,Aosta,https://www.corrieremagro.it/,n.d.,n.d.,Amelia Magro,Amministratrice,n.d.,"Corriere di riferimento in Valle d'Aosta dal 1960, 18 dipendenti, rete di distribuzione capillare regionale con clienti B2B ricorrenti",ALTA,https://www.ufficiocamerale.it/2029/flli-magro-di-magro-walter-c-autotrasporti-e-autocorriere-snc,2026-09-02
Logistica,Spedizioniere doganale e logistica import/export,Centro Doganale Aosta S.r.l.,Aosta,http://www.centrodoganaleaosta.com/,0165 236421,n.d.,Sergio De Bona,Presidente,n.d.,"Attiva dal 1993 nell'autoporto di Pollein, servizi doganali e spedizioni per aziende import/export, base clienti B2B ricorrente",ALTA,https://www.paginegialle.it/pollein-ao/spedizioniere/centro-doganale-aosta_3,2026-09-02
Logistica,Trasporti e logistica conto terzi,CC-Factorylogistic di Carboni Corrado,Aosta,https://www.cc-factorylogistic.it/,0165 524159,n.d.,Corrado Carboni,Titolare,https://it.linkedin.com/in/corrado-carboni-6740ab205,"Azienda di logistica e trasporti attiva su tutta Europa dal 2020, sede a Quart (AO); struttura di piccole dimensioni, dati su organico non pienamente verificabili",MEDIA,https://www.cc-factorylogistic.it/,2026-09-02
Logistica,"Trasporti, traslochi aziendali e logistica conto terzi",TRAPI Traslochi e Trasporti di Raffaele Pisanu,Aosta,https://www.trapi.it/,348 101 6690,info@trapi.it,Raffaele Pisanu,Titolare,n.d.,"Sede nell'autoporto di Pollein, servizi di trasporto e movimentazione merci/traslochi per aziende, deposito e stoccaggio temporaneo",MEDIA,https://www.trapi.it/contatti/,2026-09-02
Logistica,"Traslochi e trasporti aziendali, movimentazione archivi e magazzini",Censi Traslochi e Trasporti (Censi Giuseppe & C. S.n.c.),Aosta,https://www.censitrasporti.it/,0165 361343,n.d.,Giuseppe Censi,Socio,n.d.,"Azienda familiare attiva dal 1974 in tutta la Valle d'Aosta, gestisce traslochi per uffici, aziende ed enti pubblici con servizi di deposito e movimentazione archivi",MEDIA,https://www.censitrasporti.it/,2026-09-02
Logistica,Distribuzione carburanti e logistica per riscaldamento/autotrazione,Dalle Petroli di Dalle Alberto e C.,Aosta,https://www.dallepetroli.it/,n.d.,n.d.,Alberto Dalle,Titolare,n.d.,"Oltre 40 anni di attività nella distribuzione di prodotti petroliferi in provincia di Aosta e nel Canavese, base clienti ricorrente B2B e privati",ALTA,https://www.paginebianche.it/valle-d'aosta/donnas/dalle-petroli-di-dalle-alberto-e-c.html,2026-09-02
Logistica,Distribuzione carburanti e combustibili per riscaldamento,Saint Vincent Petroli di Treves Piero Paolo e C. S.a.s.,Aosta,https://www.saintvincentpetroli.it/,n.d.,n.d.,Piero Paolo Treves,Titolare,n.d.,"Azienda familiare giunta alla terza generazione, 9 dipendenti, distribuzione capillare di carburanti in Valle d'Aosta con clientela ricorrente",ALTA,https://www.ufficiocamerale.it/4779/saint-vincent-petroli-di-treves-piero-paolo-e-c-sas,2026-09-02
Logistica,Distribuzione carburanti e idrocarburi,Villeneuve Petroli S.r.l.,Aosta,https://www.villeneuvepetroli.eu/,0165 95194,n.d.,n.d.,n.d.,n.d.,"Distribuzione di gasolio, benzina, GPL e combustibili in tutta la Valle d'Aosta, clientela B2B e privata ricorrente",MEDIA,https://www.villeneuvepetroli.eu/,2026-09-02
Logistica,Distribuzione carburanti e logistica energetica,Contoz S.r.l. Prodotti Petroliferi,Aosta,https://contozcombustibili.com/,0165 767917,amministrazione@contozcombustibili.com,n.d.,n.d.,n.d.,"Azienda giunta alla terza generazione, 9 dipendenti, fatturato oltre 24 milioni di euro, membro Confindustria Valle d'Aosta, ampia base clienti ricorrente in tutta la regione",ALTA,https://www.confindustria.aosta.it/le-nostre-aziende-associate/contoz-srl-prodotti-petroliferi,2026-09-02
Logistica,Distribuzione carburanti e gestione stazioni di servizio,Compagnia Valpetroli S.r.l.,Aosta,n.d.,0165 34609,segreteria@compagniavalpetroli.com,n.d.,n.d.,n.d.,"Membro Confindustria Valle d'Aosta, gestisce stazione di servizio con GPL, gasolio, benzina e colonnina elettrica, fatturato oltre 5 milioni di euro (2022)",MEDIA,https://www.confindustria.aosta.it/le-nostre-aziende-associate/valpetroli-srl-asu,2026-09-02
Logistica,Gestione centro logistico/multifunzionale e area doganale,Autoporto Valle d'Aosta S.p.A.,Aosta,n.d.,0165 40377,autoporto@autoportovda.it,n.d.,n.d.,n.d.,"Gestisce il polo logistico-commerciale Les Halles d'Aoste (180.000 mq) a Pollein con oltre 50 aziende insediate, ruolo di riferimento per la logistica regionale",MEDIA,https://www.paginebianche.it/scheda/pollein/autoporto-valle-aosta.4340098,2026-09-02
Logistica,Traslochi e trasporti per aziende e pubblica amministrazione,SO.TRA di Diana Ugolino & C. S.n.c.,Aosta,https://www.sotratraslochi.it/,n.d.,n.d.,Diana Ugolino,Titolare,n.d.,"Iscritta a ME.PA e ME.VA per servizi logistici alla Pubblica Amministrazione, base clienti B2B e PA in Valle d'Aosta",BASSA,https://www.sotratraslochi.it/dove-siamo/,2026-09-02
Logistica,Traslochi e trasporti nazionali/internazionali per aziende,Aosta Traslochi di Stevenin Edy e Pession Andrea S.n.c.,Aosta,https://www.traslocoaosta.it/,0165 239395,n.d.,Edy Stevenin,Socio,n.d.,"Offre trasporti nazionali e internazionali oltre a traslochi, servizio di smontaggio/rimontaggio mobili per clientela privata e aziendale",BASSA,https://www.ufficiocamerale.it/4060/aosta-traslochi-di-stevenin-edy-e-pession-andrea-snc,2026-09-02
Servizi B2B,Consulenza aziendale QHSE e sicurezza sul lavoro,Grange & Partners S.r.l. Sicurezza Integrata,Aosta,https://www.grangesicurezzaeambiente.com/,3248066511,n.d.,Antonella Grange,Amministratore Unico e Fondatrice,https://www.linkedin.com/in/antonella-grange/,"Consulenza direzionale integrata QHSE (sicurezza, ambiente, privacy, HACCP) per PMI, alberghi e commercianti in Valle d'Aosta e Liguria, team di professionisti qualificati e base clienti aziendale ricorrente",ALTA,https://www.confindustria.aosta.it/le-nostre-aziende-associate/grange-antonella-sicurezza-e-ambiente,2026-09-02
Servizi B2B,Consulenza aziendale e formazione sicurezza sul lavoro,Frareg S.r.l. (sede di Aosta),Aosta,https://www.frareg.com/it/azienda/sedi/sede-di-aosta/,+39 0953 288408,aosta@frareg.com,n.d.,n.d.,n.d.,"Sede operativa locale di società di consulenza e formazione aziendale multi-sede in Italia, attiva da quasi 30 anni, corsi di sicurezza/igiene sul lavoro erogati alle imprese del territorio",MEDIA,https://www.frareg.com/it/azienda/sedi/sede-di-aosta/,2026-09-02
Servizi B2B,Consulenza fiscale contabile e tributaria per aziende,CO.FI.AM. (Co.Fi.Am. A.G. S.r.l. Semplificata),Aosta,https://www.cofiamaosta.com/,0165 32239,segreteria@cofiam.it,n.d.,n.d.,n.d.,"Centro di consulenza fiscale/contabile/contrattuale attivo da oltre 30 anni in Valle d'Aosta, servizi continuativi rivolti anche ad aziende del territorio",MEDIA,https://www.cofiamaosta.com/contatti,2026-09-02
